Accession	TF	Tissue	Cell	File	CellDeriv	IMPACT_new
GSM1240824	REST	GI	GP5d	PRJNA221781_GSM1240824_REST_peaks.narrowPeak	Colon	265
GSM1240838	REST	GI	GP5d	PRJNA221781_GSM1240838_REST_peaks.narrowPeak	Colon	265
GSM1240825	RFX2	GI	GP5d	PRJNA221781_GSM1240825_RFX2_peaks.narrowPeak	Colon	266
GSM1240839	RFX2	GI	GP5d	PRJNA221781_GSM1240839_RFX2_peaks.narrowPeak	Colon	266
GSM1241754	GATA3	BREAST	T-47D	PRJNA222284_GSM1241754_GATA3_peaks.narrowPeak	Breast	267
GSM1241758	GATA3	BREAST	T-47D	PRJNA222284_GSM1241758_GATA3_peaks.narrowPeak	Breast	267
GSM1242266	HNF4A	GI	LoVo	PRJNA222316_GSM1242266_HNF4A_peaks.narrowPeak	Colon	268
GSM1242272	HNF4A	GI	LoVo	PRJNA222316_GSM1242272_HNF4A_peaks.narrowPeak	Colon	268
GSM1242268	KLF5	GI	LoVo	PRJNA222316_GSM1242268_KLF5_peaks.narrowPeak	Colon	269
GSM1242274	KLF5	GI	LoVo	PRJNA222316_GSM1242274_KLF5_peaks.narrowPeak	Colon	269
GSM1242269	MYC	GI	LoVo	PRJNA222316_GSM1242269_MYC_peaks.narrowPeak	Colon	270
GSM1242275	MYC	GI	LoVo	PRJNA222316_GSM1242275_MYC_peaks.narrowPeak	Colon	270
GSM1246713	SMAD3	LUNG	NCI-H441	PRJNA223330_GSM1246713_SMAD3_peaks.narrowPeak	Lung	271
GSM1246714	SMAD3	LUNG	NCI-H441	PRJNA223330_GSM1246714_SMAD3_peaks.narrowPeak	Lung	271
GSM1246718	SMAD4	LUNG	NCI-H441	PRJNA223330_GSM1246718_SMAD4_peaks.narrowPeak	Lung	272
GSM1246719	SMAD4	LUNG	NCI-H441	PRJNA223330_GSM1246719_SMAD4_peaks.narrowPeak	Lung	272
GSM1246721	SMAD3	LUNG	A549	PRJNA223330_GSM1246721_SMAD3_peaks.narrowPeak	Lung	273
GSM1250891	KLF5	GI	YCC-3	PRJNA224585_GSM1250891_KLF5_peaks.narrowPeak	Stomach	274
GSM1250892	GATA4	GI	YCC-3	PRJNA224585_GSM1250892_GATA4_peaks.narrowPeak	Stomach	275
GSM1250893	GATA6	GI	YCC-3	PRJNA224585_GSM1250893_GATA6_peaks.narrowPeak	Stomach	276
GSM1250895	KLF5	GI	AGS	PRJNA224585_GSM1250895_KLF5_peaks.narrowPeak	Stomach	277
GSM1250896	GATA4	GI	AGS	PRJNA224585_GSM1250896_GATA4_peaks.narrowPeak	Stomach	278
GSM1250897	GATA6	GI	AGS	PRJNA224585_GSM1250897_GATA6_peaks.narrowPeak	Stomach	279
GSM1255511	GATA6	GI	AGS	PRJNA225860_GSM1255511_GATA6_peaks.narrowPeak	Stomach	279
GSM1250899	KLF5	GI	KATO III	PRJNA224585_GSM1250899_KLF5_peaks.narrowPeak	Stomach	280
GSM1250900	GATA4	GI	KATO III	PRJNA224585_GSM1250900_GATA4_peaks.narrowPeak	Stomach	281
GSM1250901	GATA6	GI	KATO III	PRJNA224585_GSM1250901_GATA6_peaks.narrowPeak	Stomach	282
GSM1255513	GATA6	GI	HuG1-N	PRJNA225860_GSM1255513_GATA6_peaks.narrowPeak	Stomach	283
GSM1266815	TEAD4	STEMCELL	hESC WA09	PRJNA228926_GSM1266815_TEAD4_peaks.narrowPeak	Stem cell	284
GSM1266816	TEAD4	STEMCELL	hESC WA09	PRJNA228926_GSM1266816_TEAD4_peaks.narrowPeak	Stem cell	284
GSM1273199	CTCF	BLOOD	Erythroblasts	PRJNA229562_GSM1273199_CTCF_peaks.narrowPeak	Erythroblast	285
GSM1275921	MIXL1	BLOOD	U-937	PRJNA230262_GSM1275921_MIXL1_peaks.narrowPeak	Lymphocyte	286
GSM1275922	MIXL1	BLOOD	U-937	PRJNA230262_GSM1275922_MIXL1_peaks.narrowPeak	Lymphocyte	286
GSM1278242	GFI1B	BLOOD	CD34+	PRJNA230472_GSM1278242_GFI1B_peaks.narrowPeak	Hematopoietic progenitors	287
GSM1290146	REST	BLOOD	GM12878	PRJNA231848_GSM1290146_REST_peaks.narrowPeak	B cell	288
GSM1290147	REST	BLOOD	GM12878	PRJNA231848_GSM1290147_REST_peaks.narrowPeak	B cell	288
GSM1290148	REST	BLOOD	GM12878	PRJNA231848_GSM1290148_REST_peaks.narrowPeak	B cell	288
GSM1290149	REST	BLOOD	GM12878	PRJNA231848_GSM1290149_REST_peaks.narrowPeak	B cell	288
GSM1290150	REST	BLOOD	GM12878	PRJNA231848_GSM1290150_REST_peaks.narrowPeak	B cell	288
GSM1290151	REST	BLOOD	GM12878	PRJNA231848_GSM1290151_REST_peaks.narrowPeak	B cell	288
GSM1290152	REST	BLOOD	GM12878	PRJNA231848_GSM1290152_REST_peaks.narrowPeak	B cell	288
GSM1290153	REST	BLOOD	GM12878	PRJNA231848_GSM1290153_REST_peaks.narrowPeak	B cell	288
GSM1290154	REST	BLOOD	GM12878	PRJNA231848_GSM1290154_REST_peaks.narrowPeak	B cell	288
GSM1290155	REST	BLOOD	GM12878	PRJNA231848_GSM1290155_REST_peaks.narrowPeak	B cell	288
GSM1290156	REST	BLOOD	GM12878	PRJNA231848_GSM1290156_REST_peaks.narrowPeak	B cell	288
GSM1290157	REST	BLOOD	GM12878	PRJNA231848_GSM1290157_REST_peaks.narrowPeak	B cell	288
GSM1333959	REST	BLOOD	GM12878	PRJNA231848_GSM1333959_REST_peaks.narrowPeak	B cell	288
GSM1333985	REST	BLOOD	GM12878	PRJNA231848_GSM1333985_REST_peaks.narrowPeak	B cell	288
GSM1333986	REST	BLOOD	GM12878	PRJNA231848_GSM1333986_REST_peaks.narrowPeak	B cell	288
GSM1333987	REST	BLOOD	GM12878	PRJNA231848_GSM1333987_REST_peaks.narrowPeak	B cell	288
GSM1333988	REST	BLOOD	GM12878	PRJNA231848_GSM1333988_REST_peaks.narrowPeak	B cell	288
GSM1333989	REST	BLOOD	GM12878	PRJNA231848_GSM1333989_REST_peaks.narrowPeak	B cell	288
GSM1333990	REST	BLOOD	GM12878	PRJNA231848_GSM1333990_REST_peaks.narrowPeak	B cell	288
GSM1333991	REST	BLOOD	GM12878	PRJNA231848_GSM1333991_REST_peaks.narrowPeak	B cell	288
GSM1333992	REST	BLOOD	GM12878	PRJNA231848_GSM1333992_REST_peaks.narrowPeak	B cell	288
GSM1333993	REST	BLOOD	GM12878	PRJNA231848_GSM1333993_REST_peaks.narrowPeak	B cell	288
GSM1333994	REST	BLOOD	GM12878	PRJNA231848_GSM1333994_REST_peaks.narrowPeak	B cell	288
GSM1333995	REST	BLOOD	GM12878	PRJNA231848_GSM1333995_REST_peaks.narrowPeak	B cell	288
GSM1333996	REST	BLOOD	GM12878	PRJNA231848_GSM1333996_REST_peaks.narrowPeak	B cell	288
GSM1333997	REST	BLOOD	GM12878	PRJNA231848_GSM1333997_REST_peaks.narrowPeak	B cell	288
GSM1333998	REST	BLOOD	GM12878	PRJNA231848_GSM1333998_REST_peaks.narrowPeak	B cell	288
GSM1333999	REST	BLOOD	GM12878	PRJNA231848_GSM1333999_REST_peaks.narrowPeak	B cell	288
GSM1334000	REST	BLOOD	GM12878	PRJNA231848_GSM1334000_REST_peaks.narrowPeak	B cell	288
GSM1010744	REST	BLOOD	GM12878	PRJNA63447_GSM1010744_REST_peaks.narrowPeak	B cell	288
GSM803349	REST	BLOOD	GM12878	PRJNA63447_GSM803349_REST_peaks.narrowPeak	B cell	288
GSM1290158	REST	BLOOD	Jurkat	PRJNA231848_GSM1290158_REST_peaks.narrowPeak	T cell	289
GSM1290159	REST	BLOOD	Jurkat	PRJNA231848_GSM1290159_REST_peaks.narrowPeak	T cell	289
GSM1290160	REST	BLOOD	Jurkat	PRJNA231848_GSM1290160_REST_peaks.narrowPeak	T cell	289
GSM1290161	REST	BLOOD	Jurkat	PRJNA231848_GSM1290161_REST_peaks.narrowPeak	T cell	289
GSM1290162	REST	BLOOD	Jurkat	PRJNA231848_GSM1290162_REST_peaks.narrowPeak	T cell	289
GSM1290163	REST	BLOOD	Jurkat	PRJNA231848_GSM1290163_REST_peaks.narrowPeak	T cell	289
GSM1290164	REST	BLOOD	Jurkat	PRJNA231848_GSM1290164_REST_peaks.narrowPeak	T cell	289
GSM1290165	REST	BLOOD	Jurkat	PRJNA231848_GSM1290165_REST_peaks.narrowPeak	T cell	289
GSM1290166	REST	BLOOD	Jurkat	PRJNA231848_GSM1290166_REST_peaks.narrowPeak	T cell	289
GSM1290167	REST	BLOOD	Jurkat	PRJNA231848_GSM1290167_REST_peaks.narrowPeak	T cell	289
GSM1290168	REST	BLOOD	Jurkat	PRJNA231848_GSM1290168_REST_peaks.narrowPeak	T cell	289
GSM1290169	REST	BLOOD	Jurkat	PRJNA231848_GSM1290169_REST_peaks.narrowPeak	T cell	289
GSM1290170	REST	BLOOD	Jurkat	PRJNA231848_GSM1290170_REST_peaks.narrowPeak	T cell	289
GSM1290171	REST	BLOOD	Jurkat	PRJNA231848_GSM1290171_REST_peaks.narrowPeak	T cell	289
GSM1290172	REST	BLOOD	Jurkat	PRJNA231848_GSM1290172_REST_peaks.narrowPeak	T cell	289
GSM1333955	GABPA	BLOOD	GM12878	PRJNA231848_GSM1333955_GABPA_peaks.narrowPeak	B cell	290
GSM1333969	GABPA	BLOOD	GM12878	PRJNA231848_GSM1333969_GABPA_peaks.narrowPeak	B cell	290
GSM1333970	GABPA	BLOOD	GM12878	PRJNA231848_GSM1333970_GABPA_peaks.narrowPeak	B cell	290
GSM1333971	GABPA	BLOOD	GM12878	PRJNA231848_GSM1333971_GABPA_peaks.narrowPeak	B cell	290
GSM1333972	GABPA	BLOOD	GM12878	PRJNA231848_GSM1333972_GABPA_peaks.narrowPeak	B cell	290
GSM803356	GABPA	BLOOD	GM12878	PRJNA63447_GSM803356_GABPA_peaks.narrowPeak	B cell	290
GSM1333967	SPI1	BLOOD	GM12878	PRJNA231848_GSM1333967_SPI1_peaks.narrowPeak	B cell	291
GSM1334005	SPI1	BLOOD	GM12878	PRJNA231848_GSM1334005_SPI1_peaks.narrowPeak	B cell	291
GSM1334006	SPI1	BLOOD	GM12878	PRJNA231848_GSM1334006_SPI1_peaks.narrowPeak	B cell	291
GSM1334007	SPI1	BLOOD	GM12878	PRJNA231848_GSM1334007_SPI1_peaks.narrowPeak	B cell	291
GSM1334008	SPI1	BLOOD	GM12878	PRJNA231848_GSM1334008_SPI1_peaks.narrowPeak	B cell	291
GSM803531	SPI1	BLOOD	GM12878	PRJNA63447_GSM803531_SPI1_peaks.narrowPeak	B cell	291
GSM1316337	PDX1	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1316337_PDX1_peaks.narrowPeak	Mesendoderm	292
GSM1416931	PDX1	STEMCELL	hESC derived mesendodermal cells	PRJNA253175_GSM1416931_PDX1_peaks.narrowPeak	Mesendoderm	292
GSM1551464	FOXA1	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1551464_FOXA1_peaks.narrowPeak	Mesendoderm	293
GSM1551465	FOXA1	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1551465_FOXA1_peaks.narrowPeak	Mesendoderm	293
GSM1551466	FOXA1	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1551466_FOXA1_peaks.narrowPeak	Mesendoderm	293
GSM1551467	FOXA1	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1551467_FOXA1_peaks.narrowPeak	Mesendoderm	293
GSM1505632	FOXA1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505632_FOXA1_peaks.narrowPeak	Mesendoderm	293
GSM1505634	FOXA1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505634_FOXA1_peaks.narrowPeak	Mesendoderm	293
GSM1505635	FOXA1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505635_FOXA1_peaks.narrowPeak	Mesendoderm	293
GSM1505636	FOXA1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505636_FOXA1_peaks.narrowPeak	Mesendoderm	293
GSM1551468	FOXA2	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1551468_FOXA2_peaks.narrowPeak	Mesendoderm	294
GSM1551469	FOXA2	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1551469_FOXA2_peaks.narrowPeak	Mesendoderm	294
GSM1551470	FOXA2	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1551470_FOXA2_peaks.narrowPeak	Mesendoderm	294
GSM1551471	FOXA2	STEMCELL	hESC derived mesendodermal cells	PRJNA236597_GSM1551471_FOXA2_peaks.narrowPeak	Mesendoderm	294
GSM1505637	FOXA2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505637_FOXA2_peaks.narrowPeak	Mesendoderm	294
GSM1505638	FOXA2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505638_FOXA2_peaks.narrowPeak	Mesendoderm	294
GSM1505639	FOXA2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505639_FOXA2_peaks.narrowPeak	Mesendoderm	294
GSM1505641	FOXA2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505641_FOXA2_peaks.narrowPeak	Mesendoderm	294
GSM1323573	NR2C2	BLOOD	Erythroblasts	PRJNA237564_GSM1323573_NR2C2_peaks.narrowPeak	Erythroblast	295
GSM1323574	NR2C2	BLOOD	Erythroblasts	PRJNA237564_GSM1323574_NR2C2_peaks.narrowPeak	Erythroblast	295
GSM1323575	NR2C2	BLOOD	Erythroblasts	PRJNA237564_GSM1323575_NR2C2_peaks.narrowPeak	Erythroblast	295
GSM1335528	CTCF	BLOOD	THP-1	PRJNA239520_GSM1335528_CTCF_peaks.narrowPeak	Monocyte	296
GSM1336145	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336145_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336146	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336146_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336147	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336147_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336148	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336148_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336151	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336151_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336152	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336152_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336153	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336153_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336154	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336154_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336155	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336155_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336156	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336156_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336157	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336157_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1336158	SNAI2	SKIN	Keratinocytes	PRJNA239547_GSM1336158_SNAI2_peaks.narrowPeak	Keratinocyte	297
GSM1354438	CTCF	LUNG	BEAS-2B	PRJNA242309_GSM1354438_CTCF_peaks.narrowPeak	Lung	298
GSM1354439	CTCF	LUNG	BEAS-2B	PRJNA242309_GSM1354439_CTCF_peaks.narrowPeak	Lung	298
GSM1354836	FOXA1	PROSTATE	VCaP	PRJNA242386_GSM1354836_FOXA1_peaks.narrowPeak	Prostate	299
GSM1354837	FOXA1	PROSTATE	VCaP	PRJNA242386_GSM1354837_FOXA1_peaks.narrowPeak	Prostate	299
GSM1354838	FOXA1	PROSTATE	VCaP	PRJNA242386_GSM1354838_FOXA1_peaks.narrowPeak	Prostate	299
GSM1354839	FOXA1	PROSTATE	VCaP	PRJNA242386_GSM1354839_FOXA1_peaks.narrowPeak	Prostate	299
GSM1463461	FOXA1	PROSTATE	VCaP	PRJNA242386_GSM1463461_FOXA1_peaks.narrowPeak	Prostate	299
GSM1463462	FOXA1	PROSTATE	VCaP	PRJNA242386_GSM1463462_FOXA1_peaks.narrowPeak	Prostate	299
GSM1463463	FOXA1	PROSTATE	VCaP	PRJNA242386_GSM1463463_FOXA1_peaks.narrowPeak	Prostate	299
GSM1463464	FOXA1	PROSTATE	VCaP	PRJNA242386_GSM1463464_FOXA1_peaks.narrowPeak	Prostate	299
GSM1410775	FOXA1	PROSTATE	VCaP	PRJNA252585_GSM1410775_FOXA1_peaks.narrowPeak	Prostate	299
GSM1410776	FOXA1	PROSTATE	VCaP	PRJNA252585_GSM1410776_FOXA1_peaks.narrowPeak	Prostate	299
GSM1370274	IRF4	BLOOD	OCI-LY-3	PRJNA244778_GSM1370274_IRF4_peaks.narrowPeak	B cell	300
GSM1370287	IRF4	BLOOD	OCI-LY-3	PRJNA244778_GSM1370287_IRF4_peaks.narrowPeak	B cell	300
GSM1370291	IRF4	BLOOD	OCI-LY-3	PRJNA244778_GSM1370291_IRF4_peaks.narrowPeak	B cell	300
GSM1370275	SPI1	BLOOD	OCI-LY-3	PRJNA244778_GSM1370275_SPI1_peaks.narrowPeak	B cell	301
GSM1370288	SPI1	BLOOD	OCI-LY-3	PRJNA244778_GSM1370288_SPI1_peaks.narrowPeak	B cell	301
GSM1370292	SPI1	BLOOD	OCI-LY-3	PRJNA244778_GSM1370292_SPI1_peaks.narrowPeak	B cell	301
GSM1370279	IRF4	BLOOD	OCI-LY-10	PRJNA244778_GSM1370279_IRF4_peaks.narrowPeak	B cell	302
GSM1370280	SPI1	BLOOD	OCI-LY-10	PRJNA244778_GSM1370280_SPI1_peaks.narrowPeak	B cell	303
GSM1370283	IRF4	BLOOD	NCI-H929	PRJNA244778_GSM1370283_IRF4_peaks.narrowPeak	Multiple Myeloma	304
GSM1370284	SPI1	BLOOD	NCI-H929	PRJNA244778_GSM1370284_SPI1_peaks.narrowPeak	Multiple Myeloma	305
GSM1377533	NR1H4	LIVER	Hepatocytes	PRJNA245958_GSM1377533_NR1H4_peaks.narrowPeak	Hepatocyte	306
GSM1377535	NR1H4	LIVER	Hepatocytes	PRJNA245958_GSM1377535_NR1H4_peaks.narrowPeak	Hepatocyte	306
GSM1382049	HSF1	GI	HCT 116	PRJNA246392_GSM1382049_HSF1_peaks.narrowPeak	Colon	307
GSM1382050	HSF1	GI	HCT 116	PRJNA246392_GSM1382050_HSF1_peaks.narrowPeak	Colon	307
GSM1382052	HSF1	GI	HCT 116	PRJNA246392_GSM1382052_HSF1_peaks.narrowPeak	Colon	307
GSM1382054	HSF1	GI	HCT 116	PRJNA246392_GSM1382054_HSF1_peaks.narrowPeak	Colon	307
GSM1382055	HSF1	GI	HCT 116	PRJNA246392_GSM1382055_HSF1_peaks.narrowPeak	Colon	307
GSM1382057	HSF1	GI	HCT 116	PRJNA246392_GSM1382057_HSF1_peaks.narrowPeak	Colon	307
GSM1383877	CTCF	PROSTATE	PC-3	PRJNA246552_GSM1383877_CTCF_peaks.narrowPeak	Prostate	308
GSM1410770	FOXP1	PROSTATE	VCaP	PRJNA252585_GSM1410770_FOXP1_peaks.narrowPeak	Prostate	309
GSM1410771	RUNX1	PROSTATE	VCaP	PRJNA252585_GSM1410771_RUNX1_peaks.narrowPeak	Prostate	310
GSM1421017	SPI1	BLOOD	Dendritic Cells	PRJNA253735_GSM1421017_SPI1_peaks.narrowPeak	Dendritic cell	311
GSM1421019	SPI1	BLOOD	Dendritic Cells	PRJNA253735_GSM1421019_SPI1_peaks.narrowPeak	Dendritic cell	311
GSM1424526	ETS1	PROSTATE	DU 145	PRJNA254144_GSM1424526_ETS1_peaks.narrowPeak	Prostate	312
GSM1424527	ELF1	PROSTATE	DU 145	PRJNA254144_GSM1424527_ELF1_peaks.narrowPeak	Prostate	313
GSM1424528	ELK4	PROSTATE	DU 145	PRJNA254144_GSM1424528_ELK4_peaks.narrowPeak	Prostate	314
GSM1424529	GABPA	PROSTATE	DU 145	PRJNA254144_GSM1424529_GABPA_peaks.narrowPeak	Prostate	315
GSM1424530	JUND	PROSTATE	DU 145	PRJNA254144_GSM1424530_JUND_peaks.narrowPeak	Prostate	316
GSM1424531	ETS1	PANCREAS	PANC-1	PRJNA254144_GSM1424531_ETS1_peaks.narrowPeak	Pancreas	317
GSM1430922	MYC	GI	LS-174T	PRJNA254756_GSM1430922_MYC_peaks.narrowPeak	Colon	318
GSM1430925	MYC	GI	LS-174T	PRJNA254756_GSM1430925_MYC_peaks.narrowPeak	Colon	318
GSM1438986	BCL6	BLOOD	ICN12	PRJNA255521_GSM1438986_BCL6_peaks.narrowPeak	B cell	319
GSM1438989	PBX1	BLOOD	ICN12	PRJNA255521_GSM1438989_PBX1_peaks.narrowPeak	B cell	320
GSM1442005	MYB	BLOOD	Jurkat	PRJNA255872_GSM1442005_MYB_peaks.narrowPeak	T cell	321
GSM1442006	MYB	BLOOD	Jurkat	PRJNA255872_GSM1442006_MYB_peaks.narrowPeak	T cell	321
GSM1519635	MYB	BLOOD	Jurkat	PRJNA255872_GSM1519635_MYB_peaks.narrowPeak	T cell	321
GSM1519639	MYB	BLOOD	Jurkat	PRJNA255872_GSM1519639_MYB_peaks.narrowPeak	T cell	321
GSM1519641	MYB	BLOOD	Jurkat	PRJNA255872_GSM1519641_MYB_peaks.narrowPeak	T cell	321
GSM1519643	MYB	BLOOD	T-ALL	PRJNA255872_GSM1519643_MYB_peaks.narrowPeak	T cell	322
GSM1443809	PPARG	ADIPOCYTE	Adipose-Derived Mesenchymal Stem Cells	PRJNA255992_GSM1443809_PPARG_peaks.narrowPeak	Mesenchymal stem cell	323
GSM1443810	PPARG	ADIPOCYTE	Adipose-Derived Mesenchymal Stem Cells	PRJNA255992_GSM1443810_PPARG_peaks.narrowPeak	Mesenchymal stem cell	323
GSM1443811	PPARG	ADIPOCYTE	Adipose-Derived Mesenchymal Stem Cells	PRJNA255992_GSM1443811_PPARG_peaks.narrowPeak	Mesenchymal stem cell	323
GSM1443812	PPARG	ADIPOCYTE	Adipose-Derived Mesenchymal Stem Cells	PRJNA255992_GSM1443812_PPARG_peaks.narrowPeak	Mesenchymal stem cell	323
GSM1462461	BCL6	BLOOD	CD4-Positive T-Lymphocytes	PRJNA257089_GSM1462461_BCL6_peaks.narrowPeak	CD4 T cell	324
GSM1589798	BCL6	BLOOD	CD4-Positive T-Lymphocytes	PRJNA257089_GSM1589798_BCL6_peaks.narrowPeak	CD4 T cell	324
GSM1462475	HIF1A	BREAST	T-47D	PRJNA257093_GSM1462475_HIF1A_peaks.narrowPeak	Breast	325
GSM1462478	NRF1	BREAST	T-47D	PRJNA257093_GSM1462478_NRF1_peaks.narrowPeak	Breast	326
GSM1463918	CTCF	EYE	HRPEpiC	PRJNA257297_GSM1463918_CTCF_peaks.narrowPeak	Retinal Epithelium	327
GSM1022665	CTCF	EYE	HRPEpiC	PRJNA63447_GSM1022665_CTCF_peaks.narrowPeak	Retinal Epithelium	327
GSM749673	CTCF	EYE	HRPEpiC	PRJNA63447_GSM749673_CTCF_peaks.narrowPeak	Retinal Epithelium	327
GSM1463919	E2F4	EYE	HRPEpiC	PRJNA257297_GSM1463919_E2F4_peaks.narrowPeak	Retinal Epithelium	328
GSM1567046	OTX2	EYE	HRPEpiC	PRJNA257297_GSM1567046_OTX2_peaks.narrowPeak	Retinal Epithelium	329
GSM1567047	MITF	EYE	HRPEpiC	PRJNA257297_GSM1567047_MITF_peaks.narrowPeak	Retinal Epithelium	330
GSM1567048	PAX6	EYE	HRPEpiC	PRJNA257297_GSM1567048_PAX6_peaks.narrowPeak	Retinal Epithelium	331
GSM1567049	LHX2	EYE	HRPEpiC	PRJNA257297_GSM1567049_LHX2_peaks.narrowPeak	Retinal Epithelium	332
GSM1466691	ELK3	VASCULAR	HUVEC	PRJNA257643_GSM1466691_ELK3_peaks.narrowPeak	Endothelial	333
GSM1477597	PROX1	GI	SW 480	PRJNA258163_GSM1477597_PROX1_peaks.narrowPeak	Colon	334
GSM1505615	PRDM1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505615_PRDM1_peaks.narrowPeak	Mesendoderm	335
GSM1505616	PRDM1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505616_PRDM1_peaks.narrowPeak	Mesendoderm	335
GSM1505618	PRDM1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505618_PRDM1_peaks.narrowPeak	Mesendoderm	335
GSM1505617	PRDM1	STEMCELL	hESC HUES64	PRJNA261253_GSM1505617_PRDM1_peaks.narrowPeak	Stem cell	336
GSM1505619	CDX2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505619_CDX2_peaks.narrowPeak	Mesendoderm	337
GSM1505620	CTCF	STEMCELL	hESC HUES64	PRJNA261253_GSM1505620_CTCF_peaks.narrowPeak	Stem cell	338
GSM1505621	CTCF	STEMCELL	hESC HUES64	PRJNA261253_GSM1505621_CTCF_peaks.narrowPeak	Stem cell	338
GSM1505622	CTCF	STEMCELL	hESC HUES64	PRJNA261253_GSM1505622_CTCF_peaks.narrowPeak	Stem cell	338
GSM1505623	CTCF	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505623_CTCF_peaks.narrowPeak	Mesendoderm	339
GSM1505624	CTCF	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505624_CTCF_peaks.narrowPeak	Mesendoderm	339
GSM1505625	CTCF	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505625_CTCF_peaks.narrowPeak	Mesendoderm	339
GSM1505626	CTCF	STEMCELL	hESC derived ectodermal cells	PRJNA261253_GSM1505626_CTCF_peaks.narrowPeak	Ectoderm	340
GSM1505627	EOMES	STEMCELL	hESC HUES64	PRJNA261253_GSM1505627_EOMES_peaks.narrowPeak	Stem cell	341
GSM1505633	FOXA1	STEMCELL	hESC HUES64	PRJNA261253_GSM1505633_FOXA1_peaks.narrowPeak	Stem cell	342
GSM1505640	FOXA2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505640_FOXA2_peaks.narrowPeak	Stem cell	343
GSM1505642	GATA4	STEMCELL	hESC HUES64	PRJNA261253_GSM1505642_GATA4_peaks.narrowPeak	Stem cell	344
GSM1505643	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505643_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505644	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505644_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505645	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505645_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505646	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505646_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505647	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505647_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505648	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505648_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505649	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505649_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505650	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505650_GATA4_peaks.narrowPeak	Mesendoderm	345
