Accession	TF	Tissue	Cell	IMPACT	File	CellDeriv
GSM1551466	FOXA1	STEMCELL	hESC derived mesendodermal cells	293	PRJNA236597_GSM1551466_FOXA1_peaks.narrowPeak	Mesendoderm
GSM1551467	FOXA1	STEMCELL	hESC derived mesendodermal cells	293	PRJNA236597_GSM1551467_FOXA1_peaks.narrowPeak	Mesendoderm
GSM1551468	FOXA2	STEMCELL	hESC derived mesendodermal cells	294	PRJNA236597_GSM1551468_FOXA2_peaks.narrowPeak	Mesendoderm
GSM1551469	FOXA2	STEMCELL	hESC derived mesendodermal cells	294	PRJNA236597_GSM1551469_FOXA2_peaks.narrowPeak	Mesendoderm
GSM1551470	FOXA2	STEMCELL	hESC derived mesendodermal cells	294	PRJNA236597_GSM1551470_FOXA2_peaks.narrowPeak	Mesendoderm
GSM1551471	FOXA2	STEMCELL	hESC derived mesendodermal cells	294	PRJNA236597_GSM1551471_FOXA2_peaks.narrowPeak	Mesendoderm
GSM1323573	NR2C2	BLOOD	Erythroblasts	295	PRJNA237564_GSM1323573_NR2C2_peaks.narrowPeak	Erythroblast
GSM1323574	NR2C2	BLOOD	Erythroblasts	295	PRJNA237564_GSM1323574_NR2C2_peaks.narrowPeak	Erythroblast
GSM1323575	NR2C2	BLOOD	Erythroblasts	295	PRJNA237564_GSM1323575_NR2C2_peaks.narrowPeak	Erythroblast
GSM1325246	ESR1	BREAST	MCF-7	11	PRJNA237893_GSM1325246_ESR1_peaks.narrowPeak	Breast
GSM1325247	ESR1	BREAST	MCF-7	11	PRJNA237893_GSM1325247_ESR1_peaks.narrowPeak	Breast
GSM1325248	ESR1	BREAST	MCF-7	11	PRJNA237893_GSM1325248_ESR1_peaks.narrowPeak	Breast
GSM1325249	ESR1	BREAST	MCF-7	11	PRJNA237893_GSM1325249_ESR1_peaks.narrowPeak	Breast
GSM1325250	ESR1	BREAST	MCF-7	11	PRJNA237893_GSM1325250_ESR1_peaks.narrowPeak	Breast
GSM1325251	ESR1	BREAST	MCF-7	11	PRJNA237893_GSM1325251_ESR1_peaks.narrowPeak	Breast
GSM1328978	ERG	PROSTATE	VCaP	62	PRJNA238361_GSM1328978_ERG_peaks.narrowPeak	Prostate
GSM1328979	ERG	PROSTATE	VCaP	62	PRJNA238361_GSM1328979_ERG_peaks.narrowPeak	Prostate
GSM1328980	ERG	PROSTATE	VCaP	62	PRJNA238361_GSM1328980_ERG_peaks.narrowPeak	Prostate
GSM1328981	ERG	PROSTATE	VCaP	62	PRJNA238361_GSM1328981_ERG_peaks.narrowPeak	Prostate
GSM1335528	CTCF	BLOOD	THP-1	296	PRJNA239520_GSM1335528_CTCF_peaks.narrowPeak	Monocyte
GSM1336145	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336145_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336146	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336146_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336147	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336147_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336148	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336148_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336151	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336151_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336152	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336152_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336153	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336153_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336154	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336154_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336155	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336155_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336156	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336156_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336157	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336157_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1336158	SNAI2	SKIN	Keratinocytes	297	PRJNA239547_GSM1336158_SNAI2_peaks.narrowPeak	Keratinocyte
GSM1348521	ESR1	BREAST	MCF-7	11	PRJNA241318_GSM1348521_ESR1_peaks.narrowPeak	Breast
GSM1348522	ESR1	BREAST	MCF-7	11	PRJNA241318_GSM1348522_ESR1_peaks.narrowPeak	Breast
GSM1348523	ESR1	BREAST	MCF-7	11	PRJNA241318_GSM1348523_ESR1_peaks.narrowPeak	Breast
GSM1348524	ESR1	BREAST	MCF-7	11	PRJNA241318_GSM1348524_ESR1_peaks.narrowPeak	Breast
GSM1348525	ESR1	BREAST	MCF-7	11	PRJNA241318_GSM1348525_ESR1_peaks.narrowPeak	Breast
GSM1348526	ESR1	BREAST	MCF-7	11	PRJNA241318_GSM1348526_ESR1_peaks.narrowPeak	Breast
GSM1354438	CTCF	LUNG	BEAS-2B	298	PRJNA242309_GSM1354438_CTCF_peaks.narrowPeak	Lung
GSM1354439	CTCF	LUNG	BEAS-2B	298	PRJNA242309_GSM1354439_CTCF_peaks.narrowPeak	Lung
GSM1354836	FOXA1	PROSTATE	VCaP	299	PRJNA242386_GSM1354836_FOXA1_peaks.narrowPeak	Prostate
GSM1354837	FOXA1	PROSTATE	VCaP	299	PRJNA242386_GSM1354837_FOXA1_peaks.narrowPeak	Prostate
GSM1354838	FOXA1	PROSTATE	VCaP	299	PRJNA242386_GSM1354838_FOXA1_peaks.narrowPeak	Prostate
GSM1354839	FOXA1	PROSTATE	VCaP	299	PRJNA242386_GSM1354839_FOXA1_peaks.narrowPeak	Prostate
GSM1463461	FOXA1	PROSTATE	VCaP	299	PRJNA242386_GSM1463461_FOXA1_peaks.narrowPeak	Prostate
GSM1463462	FOXA1	PROSTATE	VCaP	299	PRJNA242386_GSM1463462_FOXA1_peaks.narrowPeak	Prostate
GSM1463463	FOXA1	PROSTATE	VCaP	299	PRJNA242386_GSM1463463_FOXA1_peaks.narrowPeak	Prostate
GSM1463464	FOXA1	PROSTATE	VCaP	299	PRJNA242386_GSM1463464_FOXA1_peaks.narrowPeak	Prostate
GSM1370274	IRF4	BLOOD	OCI-LY-3	300	PRJNA244778_GSM1370274_IRF4_peaks.narrowPeak	B cell
GSM1370275	SPI1	BLOOD	OCI-LY-3	301	PRJNA244778_GSM1370275_SPI1_peaks.narrowPeak	B cell
GSM1370279	IRF4	BLOOD	OCI-LY-10	302	PRJNA244778_GSM1370279_IRF4_peaks.narrowPeak	B cell
GSM1370280	SPI1	BLOOD	OCI-LY-10	303	PRJNA244778_GSM1370280_SPI1_peaks.narrowPeak	B cell
GSM1370283	IRF4	BLOOD	NCI-H929	304	PRJNA244778_GSM1370283_IRF4_peaks.narrowPeak	Multiple Myeloma
GSM1370284	SPI1	BLOOD	NCI-H929	305	PRJNA244778_GSM1370284_SPI1_peaks.narrowPeak	Multiple Myeloma
GSM1370287	IRF4	BLOOD	OCI-LY-3	300	PRJNA244778_GSM1370287_IRF4_peaks.narrowPeak	B cell
GSM1370288	SPI1	BLOOD	OCI-LY-3	301	PRJNA244778_GSM1370288_SPI1_peaks.narrowPeak	B cell
GSM1370291	IRF4	BLOOD	OCI-LY-3	300	PRJNA244778_GSM1370291_IRF4_peaks.narrowPeak	B cell
GSM1370292	SPI1	BLOOD	OCI-LY-3	301	PRJNA244778_GSM1370292_SPI1_peaks.narrowPeak	B cell
GSM1377533	NR1H4	LIVER	Hepatocytes	306	PRJNA245958_GSM1377533_NR1H4_peaks.narrowPeak	Hepatocyte
GSM1377535	NR1H4	LIVER	Hepatocytes	306	PRJNA245958_GSM1377535_NR1H4_peaks.narrowPeak	Hepatocyte
GSM1382049	HSF1	GI	HCT 116	307	PRJNA246392_GSM1382049_HSF1_peaks.narrowPeak	Colon
GSM1382050	HSF1	GI	HCT 116	307	PRJNA246392_GSM1382050_HSF1_peaks.narrowPeak	Colon
GSM1382052	HSF1	GI	HCT 116	307	PRJNA246392_GSM1382052_HSF1_peaks.narrowPeak	Colon
GSM1382054	HSF1	GI	HCT 116	307	PRJNA246392_GSM1382054_HSF1_peaks.narrowPeak	Colon
GSM1382055	HSF1	GI	HCT 116	307	PRJNA246392_GSM1382055_HSF1_peaks.narrowPeak	Colon
GSM1382057	HSF1	GI	HCT 116	307	PRJNA246392_GSM1382057_HSF1_peaks.narrowPeak	Colon
GSM1383877	CTCF	PROSTATE	PC-3	308	PRJNA246552_GSM1383877_CTCF_peaks.narrowPeak	Prostate
GSM1410770	FOXP1	PROSTATE	VCaP	309	PRJNA252585_GSM1410770_FOXP1_peaks.narrowPeak	Prostate
GSM1410771	RUNX1	PROSTATE	VCaP	310	PRJNA252585_GSM1410771_RUNX1_peaks.narrowPeak	Prostate
GSM1410775	FOXA1	PROSTATE	VCaP	299	PRJNA252585_GSM1410775_FOXA1_peaks.narrowPeak	Prostate
GSM1410776	FOXA1	PROSTATE	VCaP	299	PRJNA252585_GSM1410776_FOXA1_peaks.narrowPeak	Prostate
GSM1410788	FOXA1	PROSTATE	LNCAP	44	PRJNA252585_GSM1410788_FOXA1_peaks.narrowPeak	Prostate
GSM1410789	FOXA1	PROSTATE	LNCAP	44	PRJNA252585_GSM1410789_FOXA1_peaks.narrowPeak	Prostate
GSM1416931	PDX1	STEMCELL	hESC derived mesendodermal cells	292	PRJNA253175_GSM1416931_PDX1_peaks.narrowPeak	Mesendoderm
GSM1421017	SPI1	BLOOD	Dendritic Cells	311	PRJNA253735_GSM1421017_SPI1_peaks.narrowPeak	Dendritic cell
GSM1421019	SPI1	BLOOD	Dendritic Cells	311	PRJNA253735_GSM1421019_SPI1_peaks.narrowPeak	Dendritic cell
GSM1424526	ETS1	PROSTATE	DU 145	312	PRJNA254144_GSM1424526_ETS1_peaks.narrowPeak	Prostate
GSM1424527	ELF1	PROSTATE	DU 145	313	PRJNA254144_GSM1424527_ELF1_peaks.narrowPeak	Prostate
GSM1424528	ELK4	PROSTATE	DU 145	314	PRJNA254144_GSM1424528_ELK4_peaks.narrowPeak	Prostate
GSM1424529	GABPA	PROSTATE	DU 145	315	PRJNA254144_GSM1424529_GABPA_peaks.narrowPeak	Prostate
GSM1424530	JUND	PROSTATE	DU 145	316	PRJNA254144_GSM1424530_JUND_peaks.narrowPeak	Prostate
GSM1424531	ETS1	PANCREAS	PANC-1	317	PRJNA254144_GSM1424531_ETS1_peaks.narrowPeak	Pancreas
GSM1430922	MYC	GI	LS-174T	318	PRJNA254756_GSM1430922_MYC_peaks.narrowPeak	Colon
GSM1430925	MYC	GI	LS-174T	318	PRJNA254756_GSM1430925_MYC_peaks.narrowPeak	Colon
GSM1534720	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534720_ESR1_peaks.narrowPeak	Breast
GSM1534721	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534721_ESR1_peaks.narrowPeak	Breast
GSM1534722	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534722_ESR1_peaks.narrowPeak	Breast
GSM1534723	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534723_ESR1_peaks.narrowPeak	Breast
GSM1534724	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534724_ESR1_peaks.narrowPeak	Breast
GSM1534725	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534725_ESR1_peaks.narrowPeak	Breast
GSM1534726	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534726_ESR1_peaks.narrowPeak	Breast
GSM1534727	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534727_ESR1_peaks.narrowPeak	Breast
GSM1534736	FOXA1	BREAST	MCF-7	91	PRJNA255509_GSM1534736_FOXA1_peaks.narrowPeak	Breast
GSM1534737	FOXA1	BREAST	MCF-7	91	PRJNA255509_GSM1534737_FOXA1_peaks.narrowPeak	Breast
GSM1534738	FOXA1	BREAST	MCF-7	91	PRJNA255509_GSM1534738_FOXA1_peaks.narrowPeak	Breast
GSM1534739	FOXA1	BREAST	MCF-7	91	PRJNA255509_GSM1534739_FOXA1_peaks.narrowPeak	Breast
GSM1534740	FOXA1	BREAST	MCF-7	91	PRJNA255509_GSM1534740_FOXA1_peaks.narrowPeak	Breast
GSM1534741	FOXA1	BREAST	MCF-7	91	PRJNA255509_GSM1534741_FOXA1_peaks.narrowPeak	Breast
GSM1534742	FOXA1	BREAST	MCF-7	91	PRJNA255509_GSM1534742_FOXA1_peaks.narrowPeak	Breast
GSM1534743	FOXA1	BREAST	MCF-7	91	PRJNA255509_GSM1534743_FOXA1_peaks.narrowPeak	Breast
GSM1534746	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534746_ESR1_peaks.narrowPeak	Breast
GSM1534747	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534747_ESR1_peaks.narrowPeak	Breast
GSM1534751	ESR1	BREAST	MCF-7	11	PRJNA255509_GSM1534751_ESR1_peaks.narrowPeak	Breast
GSM1438986	BCL6	BLOOD	ICN12	319	PRJNA255521_GSM1438986_BCL6_peaks.narrowPeak	B cell
GSM1438989	PBX1	BLOOD	ICN12	320	PRJNA255521_GSM1438989_PBX1_peaks.narrowPeak	B cell
GSM1442005	MYB	BLOOD	Jurkat	321	PRJNA255872_GSM1442005_MYB_peaks.narrowPeak	T cell
GSM1442006	MYB	BLOOD	Jurkat	321	PRJNA255872_GSM1442006_MYB_peaks.narrowPeak	T cell
GSM1519635	MYB	BLOOD	Jurkat	321	PRJNA255872_GSM1519635_MYB_peaks.narrowPeak	T cell
GSM1519639	MYB	BLOOD	Jurkat	321	PRJNA255872_GSM1519639_MYB_peaks.narrowPeak	T cell
GSM1519641	MYB	BLOOD	Jurkat	321	PRJNA255872_GSM1519641_MYB_peaks.narrowPeak	T cell
GSM1519643	MYB	BLOOD	T-ALL	322	PRJNA255872_GSM1519643_MYB_peaks.narrowPeak	T cell
GSM1443809	PPARG	ADIPOCYTE	Adipose-Derived Mesenchymal Stem Cells	323	PRJNA255992_GSM1443809_PPARG_peaks.narrowPeak	Mesenchymal stem cell
GSM1443810	PPARG	ADIPOCYTE	Adipose-Derived Mesenchymal Stem Cells	323	PRJNA255992_GSM1443810_PPARG_peaks.narrowPeak	Mesenchymal stem cell
GSM1443811	PPARG	ADIPOCYTE	Adipose-Derived Mesenchymal Stem Cells	323	PRJNA255992_GSM1443811_PPARG_peaks.narrowPeak	Mesenchymal stem cell
GSM1443812	PPARG	ADIPOCYTE	Adipose-Derived Mesenchymal Stem Cells	323	PRJNA255992_GSM1443812_PPARG_peaks.narrowPeak	Mesenchymal stem cell
GSM1462461	BCL6	BLOOD	CD4-Positive T-Lymphocytes	324	PRJNA257089_GSM1462461_BCL6_peaks.narrowPeak	CD4 T cell
GSM1589798	BCL6	BLOOD	CD4-Positive T-Lymphocytes	324	PRJNA257089_GSM1589798_BCL6_peaks.narrowPeak	CD4 T cell
GSM1462475	HIF1A	BREAST	T-47D	325	PRJNA257093_GSM1462475_HIF1A_peaks.narrowPeak	Breast
GSM1462478	NRF1	BREAST	T-47D	326	PRJNA257093_GSM1462478_NRF1_peaks.narrowPeak	Breast
GSM1463918	CTCF	EYE	HRPEpiC	327	PRJNA257297_GSM1463918_CTCF_peaks.narrowPeak	Retinal Epithelium
GSM1463919	E2F4	EYE	HRPEpiC	328	PRJNA257297_GSM1463919_E2F4_peaks.narrowPeak	Retinal Epithelium
GSM1567046	OTX2	EYE	HRPEpiC	329	PRJNA257297_GSM1567046_OTX2_peaks.narrowPeak	Retinal Epithelium
GSM1567047	MITF	EYE	HRPEpiC	330	PRJNA257297_GSM1567047_MITF_peaks.narrowPeak	Retinal Epithelium
GSM1567048	PAX6	EYE	HRPEpiC	331	PRJNA257297_GSM1567048_PAX6_peaks.narrowPeak	Retinal Epithelium
GSM1567049	LHX2	EYE	HRPEpiC	332	PRJNA257297_GSM1567049_LHX2_peaks.narrowPeak	Retinal Epithelium
GSM1466691	ELK3	VASCULAR	HUVEC	333	PRJNA257643_GSM1466691_ELK3_peaks.narrowPeak	Endothelial
GSM1477597	PROX1	GI	SW 480	334	PRJNA258163_GSM1477597_PROX1_peaks.narrowPeak	Colon
GSM1505615	PRDM1	STEMCELL	hESC derived mesendodermal cells	335	PRJNA261253_GSM1505615_PRDM1_peaks.narrowPeak	Mesendoderm
GSM1505616	PRDM1	STEMCELL	hESC derived mesendodermal cells	335	PRJNA261253_GSM1505616_PRDM1_peaks.narrowPeak	Mesendoderm
GSM1505617	PRDM1	STEMCELL	hESC HUES64	336	PRJNA261253_GSM1505617_PRDM1_peaks.narrowPeak	Stem cell
GSM1505618	PRDM1	STEMCELL	hESC derived mesendodermal cells	335	PRJNA261253_GSM1505618_PRDM1_peaks.narrowPeak	Mesendoderm
GSM1505619	CDX2	STEMCELL	hESC derived mesendodermal cells	337	PRJNA261253_GSM1505619_CDX2_peaks.narrowPeak	Mesendoderm
GSM1505620	CTCF	STEMCELL	hESC HUES64	338	PRJNA261253_GSM1505620_CTCF_peaks.narrowPeak	Stem cell
GSM1505621	CTCF	STEMCELL	hESC HUES64	338	PRJNA261253_GSM1505621_CTCF_peaks.narrowPeak	Stem cell
GSM1505622	CTCF	STEMCELL	hESC HUES64	338	PRJNA261253_GSM1505622_CTCF_peaks.narrowPeak	Stem cell
GSM1505623	CTCF	STEMCELL	hESC derived mesendodermal cells	339	PRJNA261253_GSM1505623_CTCF_peaks.narrowPeak	Mesendoderm
GSM1505624	CTCF	STEMCELL	hESC derived mesendodermal cells	339	PRJNA261253_GSM1505624_CTCF_peaks.narrowPeak	Mesendoderm
GSM1505625	CTCF	STEMCELL	hESC derived mesendodermal cells	339	PRJNA261253_GSM1505625_CTCF_peaks.narrowPeak	Mesendoderm
GSM1505626	CTCF	STEMCELL	hESC derived ectodermal cells	340	PRJNA261253_GSM1505626_CTCF_peaks.narrowPeak	Ectoderm
GSM1505627	EOMES	STEMCELL	hESC HUES64	341	PRJNA261253_GSM1505627_EOMES_peaks.narrowPeak	Stem cell
GSM1505628	EOMES	STEMCELL	hESC derived mesendodermal cells	31	PRJNA261253_GSM1505628_EOMES_peaks.narrowPeak	Mesendoderm
GSM1505629	EOMES	STEMCELL	hESC derived mesendodermal cells	31	PRJNA261253_GSM1505629_EOMES_peaks.narrowPeak	Mesendoderm
GSM1505630	EOMES	STEMCELL	hESC derived mesendodermal cells	31	PRJNA261253_GSM1505630_EOMES_peaks.narrowPeak	Mesendoderm
GSM1505631	EOMES	STEMCELL	hESC derived mesendodermal cells	31	PRJNA261253_GSM1505631_EOMES_peaks.narrowPeak	Mesendoderm
GSM1505632	FOXA1	STEMCELL	hESC derived mesendodermal cells	293	PRJNA261253_GSM1505632_FOXA1_peaks.narrowPeak	Mesendoderm
GSM1505633	FOXA1	STEMCELL	hESC HUES64	342	PRJNA261253_GSM1505633_FOXA1_peaks.narrowPeak	Stem cell
GSM1505634	FOXA1	STEMCELL	hESC derived mesendodermal cells	293	PRJNA261253_GSM1505634_FOXA1_peaks.narrowPeak	Mesendoderm
GSM1505635	FOXA1	STEMCELL	hESC derived mesendodermal cells	293	PRJNA261253_GSM1505635_FOXA1_peaks.narrowPeak	Mesendoderm
GSM1505636	FOXA1	STEMCELL	hESC derived mesendodermal cells	293	PRJNA261253_GSM1505636_FOXA1_peaks.narrowPeak	Mesendoderm
GSM1505637	FOXA2	STEMCELL	hESC derived mesendodermal cells	294	PRJNA261253_GSM1505637_FOXA2_peaks.narrowPeak	Mesendoderm
GSM1505638	FOXA2	STEMCELL	hESC derived mesendodermal cells	294	PRJNA261253_GSM1505638_FOXA2_peaks.narrowPeak	Mesendoderm
GSM1505639	FOXA2	STEMCELL	hESC derived mesendodermal cells	294	PRJNA261253_GSM1505639_FOXA2_peaks.narrowPeak	Mesendoderm
GSM1505640	FOXA2	STEMCELL	hESC HUES64	343	PRJNA261253_GSM1505640_FOXA2_peaks.narrowPeak	Stem cell
GSM1505641	FOXA2	STEMCELL	hESC derived mesendodermal cells	294	PRJNA261253_GSM1505641_FOXA2_peaks.narrowPeak	Mesendoderm
GSM1505642	GATA4	STEMCELL	hESC HUES64	344	PRJNA261253_GSM1505642_GATA4_peaks.narrowPeak	Stem cell
GSM1505643	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505643_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505644	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505644_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505645	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505645_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505646	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505646_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505647	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505647_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505648	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505648_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505649	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505649_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505650	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505650_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505651	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505651_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505652	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505652_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505653	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505653_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505654	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505654_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505655	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505655_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505656	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505656_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505657	GATA4	STEMCELL	hESC derived mesendodermal cells	345	PRJNA261253_GSM1505657_GATA4_peaks.narrowPeak	Mesendoderm
GSM1505658	GATA6	STEMCELL	hESC derived mesendodermal cells	346	PRJNA261253_GSM1505658_GATA6_peaks.narrowPeak	Mesendoderm
GSM1505659	GATA6	STEMCELL	hESC HUES64	347	PRJNA261253_GSM1505659_GATA6_peaks.narrowPeak	Stem cell
GSM1505660	GATA6	STEMCELL	hESC derived mesendodermal cells	346	PRJNA261253_GSM1505660_GATA6_peaks.narrowPeak	Mesendoderm
GSM1505661	GATA6	STEMCELL	hESC derived mesendodermal cells	346	PRJNA261253_GSM1505661_GATA6_peaks.narrowPeak	Mesendoderm
GSM1505662	GATA6	STEMCELL	hESC derived mesendodermal cells	346	PRJNA261253_GSM1505662_GATA6_peaks.narrowPeak	Mesendoderm
GSM1505663	GATA6	STEMCELL	hESC derived mesendodermal cells	346	PRJNA261253_GSM1505663_GATA6_peaks.narrowPeak	Mesendoderm
GSM1505664	GATA6	STEMCELL	hESC derived mesendodermal cells	346	PRJNA261253_GSM1505664_GATA6_peaks.narrowPeak	Mesendoderm
GSM1505679	HEY1	STEMCELL	hESC derived mesendodermal cells	348	PRJNA261253_GSM1505679_HEY1_peaks.narrowPeak	Mesendoderm
GSM1505680	HNF1B	STEMCELL	hESC derived mesendodermal cells	349	PRJNA261253_GSM1505680_HNF1B_peaks.narrowPeak	Mesendoderm
GSM1505681	HNF1B	STEMCELL	hESC HUES64	350	PRJNA261253_GSM1505681_HNF1B_peaks.narrowPeak	Stem cell
GSM1505682	HNF1B	STEMCELL	hESC derived mesendodermal cells	349	PRJNA261253_GSM1505682_HNF1B_peaks.narrowPeak	Mesendoderm
GSM1505683	HNF1B	STEMCELL	hESC derived mesendodermal cells	349	PRJNA261253_GSM1505683_HNF1B_peaks.narrowPeak	Mesendoderm
GSM1505684	HNF4A	STEMCELL	hESC derived mesendodermal cells	351	PRJNA261253_GSM1505684_HNF4A_peaks.narrowPeak	Mesendoderm
GSM1505685	HNF4A	STEMCELL	hESC derived mesendodermal cells	351	PRJNA261253_GSM1505685_HNF4A_peaks.narrowPeak	Mesendoderm
GSM1505686	HNF4A	STEMCELL	hESC derived mesendodermal cells	351	PRJNA261253_GSM1505686_HNF4A_peaks.narrowPeak	Mesendoderm
GSM1505687	HNF4A	STEMCELL	hESC HUES64	352	PRJNA261253_GSM1505687_HNF4A_peaks.narrowPeak	Stem cell
GSM1505688	KLF5	STEMCELL	hESC derived mesendodermal cells	353	PRJNA261253_GSM1505688_KLF5_peaks.narrowPeak	Mesendoderm
GSM1505689	KLF5	STEMCELL	hESC derived mesendodermal cells	353	PRJNA261253_GSM1505689_KLF5_peaks.narrowPeak	Mesendoderm
GSM1505690	KLF5	STEMCELL	hESC HUES64	354	PRJNA261253_GSM1505690_KLF5_peaks.narrowPeak	Stem cell
GSM1505691	LEF1	STEMCELL	hESC derived mesendodermal cells	355	PRJNA261253_GSM1505691_LEF1_peaks.narrowPeak	Mesendoderm
GSM1505692	LEF1	STEMCELL	hESC derived mesendodermal cells	355	PRJNA261253_GSM1505692_LEF1_peaks.narrowPeak	Mesendoderm
GSM1505693	NR5A2	STEMCELL	hESC HUES64	356	PRJNA261253_GSM1505693_NR5A2_peaks.narrowPeak	Stem cell
GSM1505694	NR5A2	STEMCELL	hESC derived mesendodermal cells	357	PRJNA261253_GSM1505694_NR5A2_peaks.narrowPeak	Mesendoderm
GSM1505704	OTX2	STEMCELL	hESC HUES64	358	PRJNA261253_GSM1505704_OTX2_peaks.narrowPeak	Stem cell
GSM1505705	OTX2	STEMCELL	hESC derived mesendodermal cells	359	PRJNA261253_GSM1505705_OTX2_peaks.narrowPeak	Mesendoderm
GSM1505706	OTX2	STEMCELL	hESC derived mesendodermal cells	359	PRJNA261253_GSM1505706_OTX2_peaks.narrowPeak	Mesendoderm
GSM1505707	OTX2	STEMCELL	hESC derived ectodermal cells	360	PRJNA261253_GSM1505707_OTX2_peaks.narrowPeak	Ectoderm
GSM1505708	OTX2	STEMCELL	hESC derived mesendodermal cells	359	PRJNA261253_GSM1505708_OTX2_peaks.narrowPeak	Mesendoderm
GSM1505709	OTX2	STEMCELL	hESC HUES64	358	PRJNA261253_GSM1505709_OTX2_peaks.narrowPeak	Stem cell
GSM1505710	OTX2	STEMCELL	hESC derived ectodermal cells	360	PRJNA261253_GSM1505710_OTX2_peaks.narrowPeak	Ectoderm
GSM1505711	OTX2	STEMCELL	hESC HUES64	358	PRJNA261253_GSM1505711_OTX2_peaks.narrowPeak	Stem cell
GSM1505712	OTX2	STEMCELL	hESC HUES64	358	PRJNA261253_GSM1505712_OTX2_peaks.narrowPeak	Stem cell
GSM1505713	OTX2	STEMCELL	hESC derived mesendodermal cells	359	PRJNA261253_GSM1505713_OTX2_peaks.narrowPeak	Mesendoderm
GSM1505714	PAX6	STEMCELL	hESC derived mesendodermal cells	361	PRJNA261253_GSM1505714_PAX6_peaks.narrowPeak	Mesendoderm
GSM1505715	PAX6	STEMCELL	hESC derived ectodermal cells	362	PRJNA261253_GSM1505715_PAX6_peaks.narrowPeak	Ectoderm
GSM1505751	SMAD4	STEMCELL	hESC HUES64	363	PRJNA261253_GSM1505751_SMAD4_peaks.narrowPeak	Stem cell
